stockidname,type
3701大眾控,控股公司
3702大聯大,控股公司
3703欣陸,控股公司
3704合勤控,控股公司
3705永信,控股公司
3706神達,控股公司
3707漢磊,控股公司
3710連展投控,控股公司
3712永崴投控,控股公司
3715定穎投控,控股公司
4164承業醫,控股公司
4943康控-KY,控股公司
5607遠雄港,控股公司
5871中租-KY,控股公司
6803崑鼎,控股公司
9904寶成,控股公司
1707葡萄王,生物科技
1720生達,生物科技
1734杏輝,生物科技
1737臺鹽,生物科技
1784訊聯,生物科技
1786科妍,生物科技
1796金穎生技,生物科技
2356英業達,生物科技
3054立萬利,生物科技
3118進階,生物科技
3164景岳,生物科技
3205佰研,生物科技
3224三顧,生物科技
3705永信,生物科技
4102永日,生物科技
4108懷特,生物科技
4109加捷生醫,生物科技
4114健喬,生物科技
4120友華,生物科技
4127天良,生物科技
4128中天,生物科技
4148全宇生技-KY,生物科技
4160創源,生物科技
4161聿新科,生物科技
4171瑞基,生物科技
4911德英,生物科技
4924欣厚-KY,生物科技
5398慕康生醫,生物科技
6236康呈,生物科技
6242立康,生物科技
6472保瑞,生物科技
6578達邦蛋白,生物科技
6615慧智,生物科技
6661威健生技,生物科技
8279生展,生物科技
8436大江,生物科技
1733五鼎,體外診斷用醫材
3118進階,體外診斷用醫材
3176基亞,體外診斷用醫材
4121優盛,體外診斷用醫材
4131晶宇,體外診斷用醫材
4133亞諾法,體外診斷用醫材
4155訊映,體外診斷用醫材
4161聿新科,體外診斷用醫材
4171瑞基,體外診斷用醫材
4183福永生技,體外診斷用醫材
4736泰博,體外診斷用醫材
4737華廣,體外診斷用醫材
6228全譜,體外診斷用醫材
6598ABC-KY,體外診斷用醫材
6661威健生技,體外診斷用醫材
6662樂斯科,體外診斷用醫材
1788杏昌,手術與治療用醫材
4104佳醫,手術與治療用醫材
4106雃博,手術與治療用醫材
4107邦特,手術與治療用醫材
4138曜亞,手術與治療用醫材
6499益安,手術與治療用醫材
6762達亞,手術與治療用醫材
2352佳世達,其他醫療器材
4107邦特,其他醫療器材
4116明基醫,其他醫療器材
4126太醫,其他醫療器材
4163鐿鈦,其他醫療器材
4735豪展,其他醫療器材
6504南六,其他醫療器材
9103美德醫療-DR,其他醫療器材
1210大成,農林漁牧
1215卜蜂,農林漁牧
1216統一,農林漁牧
1219福壽,農林漁牧
1220台榮,農林漁牧
1225福懋油,農林漁牧
1235興泰,農林漁牧
1240茂生農經,農林漁牧
1258其祥-KY,農林漁牧
2913農林,農林漁牧
3313斐成,農林漁牧
6578達邦蛋白,農林漁牧
2634漢翔,航天軍工
2645長榮航太,航天軍工
3004豐達科,航天軍工
3089億杰,航天軍工
4536拓凱,航天軍工
4541晟田,航天軍工
4916事欣科,航天軍工
8033雷虎,航天軍工
8222寶一,航天軍工
1101台泥,電力
1102亞泥,電力
1742台蠟,電力
2211長榮鋼,電力
2904匯僑,電力
3027盛達,電力
3073天方能源,電力
3712永崴投控,電力
4581光隆精密-KY,電力
5210寶碩,電力
6477安集,電力
6869雲豹能源-創,電力
6873泓德能源-創,電力
8087華鎂鑫,電力
8926台汽電,電力
8931大汽電,電力
2614東森,傳播事業
3045台灣大,傳播事業
4806昇華,傳播事業
5478智冠,傳播事業
6101寬魚國際,傳播事業
6184大豐電,傳播事業
6404通訊-KY,傳播事業
6464台數科,傳播事業
6596寬宏藝術,傳播事業
6625必應,傳播事業
8446華研,傳播事業
8450霹靂,傳播事業
8923時報,傳播事業
9928中視,傳播事業
9929秋雨,傳播事業
1203味王,資產股
1234黑松,資產股
1314中石化,資產股
1315達新,資產股
1321大洋,資產股
1402遠東新,資產股
1409新纖,資產股
1410南染,資產股
1414東和,資產股
1416廣豐,資產股
1419新紡,資產股
1423利華,資產股
1437勤益控,資產股
1440南紡,資產股
1446宏和,資產股
1457宜進,資產股
1467南緯,資產股
1503士電,資產股
1504東元,資產股
1532勤美,資產股
1604聲寶,資產股
1614三洋電,資產股
1702南僑,資產股
1722台肥,資產股
1903士紙,資產股
2035唐榮,資產股
2101南港,資產股
2102泰豐,資產股
2107厚生,資產股
2201裕隆,資產股
2206三陽工業,資產股
2362藍天,資產股
2371大同,資產股
2504國產,資產股
2607榮運,資產股
2705六福,資產股
2901欣欣,資產股
2913農林,資產股
3024憶聲,資產股
3211順達,資產股
9902台火,資產股
2496卓越,服務業
2891中信金,服務業
3130一零四,服務業
4804大略-KY,服務業
5287數字,服務業
5481新華,服務業
5530龍巖,服務業
5905南仁湖,服務業
6199天品,服務業
6294智基,服務業
6721信實,服務業
6728上洋,服務業
8437大地-KY,服務業
8489三貝德,服務業
9917中保科,服務業
9925新保,服務業
1201味全,食品加工
1203味王,食品加工
1210大成,食品加工
1215卜蜂,食品加工
1216統一,食品加工
1217愛之味,食品加工
1219福壽,食品加工
1220台榮,食品加工
1227佳格,食品加工
1231聯華食,食品加工
1232大統益,食品加工
1233天仁,食品加工
1236宏亞,食品加工
1258其祥-KY,食品加工
1264德麥,食品加工
1702南僑,食品加工
1707葡萄王,食品加工
1742台蠟,食品加工
2614東森,食品加工
2723美食-KY,食品加工
2913農林,食品加工
3205佰研,食品加工
3555重鵬,食品加工
4205中華食,食品加工
8436大江,食品加工
8905裕國,食品加工
910322康師傅-DR,食品加工
1201味全,飲料相關
1203味王,飲料相關
1213大飲,飲料相關
1216統一,飲料相關
1217愛之味,飲料相關
1218泰山,飲料相關
1234黑松,飲料相關
1256鮮活果汁-KY,飲料相關
1737臺鹽,飲料相關
5902德記,飲料相關
910322康師傅-DR,飲料相關
1301台塑,化纖原料
1303南亞,化纖原料
1314中石化,化纖原料
1326台化,化纖原料
1402遠東新,化纖原料
1409新纖,化纖原料
1413宏洲,化纖原料
1418東華,化纖原料
1440南紡,化纖原料
1444力麗,化纖原料
1445大宇,化纖原料
1447力鵬,化纖原料
1452宏益,化纖原料
1454台富,化纖原料
1455集盛,化纖原料
1457宜進,化纖原料
1459聯發,化纖原料
1466聚隆,化纖原料
1710東聯,化纖原料
1718中纖,化纖原料
4401東隆興,化纖原料
4406新昕纖,化纖原料
4420光明,化纖原料
4430耀億,化纖原料
4763材料-KY,化纖原料
9907統一實,化纖原料
9939宏全,化纖原料
1325恆大,紡織中游
1402遠東新,紡織中游
1410南染,紡織中游
1414東和,紡織中游
1419新紡,紡織中游
1423利華,紡織中游
1434福懋,紡織中游
1439雋揚,紡織中游
1440南紡,紡織中游
1441大東,紡織中游
1445大宇,紡織中游
1446宏和,紡織中游
1447力鵬,紡織中游
1449佳和,紡織中游
1451年興,紡織中游
1454台富,紡織中游
1456怡華,紡織中游
1457宜進,紡織中游
1460宏遠,紡織中游
1463強盛,紡織中游
1464得力,紡織中游
1465偉全,紡織中游
1467南緯,紡織中游
1468昶和,紡織中游
1470大統新創,紡織中游
1474弘裕,紡織中游
1476儒鴻,紡織中游
2915潤泰全,紡織中游
4401東隆興,紡織中游
4402福大,紡織中游
4413飛寶企業,紡織中游
4417金洲,紡織中游
4419元勝,紡織中游
4426利勤,紡織中游
4430耀億,紡織中游
4433興采,紡織中游
4438廣越,紡織中游
4439冠星-KY,紡織中游
4440宜新實業,紡織中游
5450南良,紡織中游
6504南六,紡織中游
6506雙邦,紡織中游
8404百和興業-KY,紡織中游
8916光隆,紡織中游
8929富堡,紡織中游
9919康那香,紡織中游
9938百和,紡織中游
9944新麗,紡織中游
1503士電,電力設備
1504東元,電力設備
1513中興電,電力設備
1514亞力,電力設備
1519華城,電力設備
1529樂事綠能,電力設備
1537廣隆,電力設備
2308台達電,電力設備
2359所羅門,電力設備
2371大同,電力設備
2392正崴,電力設備
2438翔耀,電力設備
2483百容,電力設備
3211順達,電力設備
3323加百裕,電力設備
3426台興,電力設備
3625西勝,電力設備
3628盈正,電力設備
4503金雨,電力設備
4523永彰,電力設備
4550長佳,電力設備
4931新盛力,電力設備
5309系統電,電力設備
5345天揚,電力設備
5543桓鼎-KY,電力設備
6121新普,電力設備
6441廣錠,電力設備
6781AES-KY,電力設備
6806森崴能源,電力設備
6869雲豹能源-創,電力設備
8038長園科,電力設備
8171天宇,電力設備
8374羅昇,電力設備
8455大拓-KY,電力設備
1603華電,電線電纜
1605華新,電線電纜
1608華榮,電線電纜
1609大亞,電線電纜
1612宏泰,電線電纜
1615大山,電線電纜
1616億泰,電線電纜
1617榮星,電線電纜
1618合機,電線電纜
2061風青,電線電纜
2371大同,電線電纜
2440太空梭,電線電纜
3622洋華,電線電纜
3665貿聯-KY,電線電纜
8011台通,電線電纜
911608明輝-DR,電線電纜
1301台塑,化學工業
1303南亞,化學工業
1316上曜,化學工業
1324地球,化學工業
1326台化,化學工業
1475業旺,化學工業
1708東鹼,化學工業
1709和益,化學工業
1710東聯,化學工業
1711永光,化學工業
1712興農,化學工業
1713國化,化學工業
1714和桐,化學工業
1717長興,化學工業
1718中纖,化學工業
1721三晃,化學工業
1722台肥,化學工業
1723中碳,化學工業
1725元禎,化學工業
1726永記,化學工業
1727中華化,化學工業
1730花仙子,化學工業
1731美吾華,化學工業
1732毛寶,化學工業
1735日勝化,化學工業
1742台蠟,化學工業
1773勝一,化學工業
1776展宇,化學工業
1907永豐餘,化學工業
3164景岳,化學工業
3171新洲,化學工業
3388崇越電,化學工業
3430奇鈦科,化學工業
3708上緯投控,化學工業
4148全宇生技-KY,化學工業
4304勝昱,化學工業
4306炎洲,化學工業
4702中美實,化學工業
4706大恭,化學工業
4707磐亞,化學工業
4711永純,化學工業
4714永捷,化學工業
4716大立,化學工業
4720德淵,化學工業
4721美琪瑪,化學工業
4722國精化,化學工業
4739康普,化學工業
4741泓瀚,化學工業
4754國碳科,化學工業
4755三福化,化學工業
4764雙鍵,化學工業
4766南寶,化學工業
4767誠泰科技,化學工業
4768晶呈科技,化學工業
4770上品,化學工業
6506雙邦,化學工業
6508惠光,化學工業
6509聚和,化學工業
6585鼎基,化學工業
8354冠好,化學工業
8435鉅邁,化學工業
1315達新,建材
1603華電,建材
1802台玻,建材
1806冠軍,建材
1809中釉,建材
2597潤弘,建材
3149正達,建材
4506崇友,建材
4558寶緯,建材
5543桓鼎-KY,建材
6228全譜,建材
6655科定,建材
8424惠普,建材
8444綠河-KY,建材
8466美吉吉-KY,建材
8930青鋼,建材
8942森鉅,建材
1903士紙,造紙業
1904正隆,造紙業
1905華紙,造紙業
1906寶隆,造紙業
1907永豐餘,造紙業
1909榮成,造紙業
6790永豐實,造紙業
8354冠好,造紙業
8929富堡,造紙業
9919康那香,造紙業
9939宏全,造紙業
2002中鋼,條鋼
2006東和鋼鐵,條鋼
2008高興昌,條鋼
2010春源,條鋼
2013中鋼構,條鋼
2015豐興,條鋼
2020美亞,條鋼
2024志聯,條鋼
2028威致,條鋼
2038海光,條鋼
2064晉椿,條鋼
2211長榮鋼,條鋼
5016松和,條鋼
6248沛波,條鋼
9958世紀鋼,條鋼
1584精剛,合金鋼
5009榮剛,合金鋼
1785光洋科,貴金屬
1338廣華-KY,汽車內裝
2228劍麟,汽車內裝
2317鴻海,汽車內裝
3149正達,汽車內裝
4523永彰,汽車內裝
4530宏易,汽車內裝
4535至興,汽車內裝
4543萬在,汽車內裝
4564元翎,汽車內裝
9951皇田,汽車內裝
1599宏佳騰,車輛整車
2201裕隆,車輛整車
2204中華,車輛整車
2206三陽工業,車輛整車
2207和泰車,車輛整車
2227裕日車,車輛整車
2247汎德永業,車輛整車
2317鴻海,車輛整車
2640大車隊,車輛整車
3609三一東林,車輛整車
3680家登,車輛整車
4529淳紳,車輛整車
4702中美實,車輛整車
5287數字,車輛整車
5871中租-KY,車輛整車
6592和潤企業,車輛整車
6804明係,車輛整車
8163達方,車輛整車
8933愛地雅,車輛整車
8937合騏,車輛整車
9110越南控-DR,車輛整車
9902台火,車輛整車
9914美利達,車輛整車
9921巨大,車輛整車
9941裕融,車輛整車
2359所羅門,面板業
2409友達,面板業
2429銘旺科,面板業
3038全台,面板業
3049和鑫,面板業
3285微端,面板業
3481群創,面板業
3622洋華,面板業
3623富晶通,面板業
3673TPK-KY,面板業
4729熒茂,面板業
4995晶達,面板業
5220萬達光電,面板業
5245智晶,面板業
5315光聯,面板業
5432新門,面板業
6116彩晶,面板業
6120達運,面板業
6143振曜,面板業
6167久正,面板業
6456GIS-KY,面板業
8049晶采,面板業
8069元太,面板業
8085福華,面板業
8104錸寶,面板業
8105凌巨,面板業
1611中電,LED
2301光寶科,LED
2308台達電,LED
2340台亞,LED
2390云辰,LED
2393億光,LED
2426鼎元,LED
2466冠西電,LED
2486一詮,LED
2491吉祥全,LED
3031佰鴻,LED
3066李洲,LED
3339泰谷,LED
3346麗清,LED
3406玉晶光,LED
3437榮創,LED
3516亞帝歐,LED
3591艾笛森,LED
3714富采,LED
4944兆遠,LED
4956光鋐,LED
4972湯石照明,LED
5230雷笛克光學,LED
5244弘凱,LED
5281大峽谷-KY,LED
5355佳總,LED
5383金利,LED
6164華興,LED
6168宏齊,LED
6222上揚,LED
6224聚鼎,LED
6226光鼎,LED
6271同欣電,LED
6278台表科,LED
6288聯嘉,LED
6854錼創科技-KY創,LED
8131福懋科,LED
911868同方友友-DR,LED
2301光寶科,電子其他
2373震旦行,電子其他
2380虹光,電子其他
2404漢唐,電子其他
2433互盛電,電子其他
2461光群雷,電子其他
3018同開,電子其他
3303岱稜,電子其他
3402漢科,電子其他
3712永崴投控,電子其他
5438東友,電子其他
5536聖暉*,電子其他
6122擎邦,電子其他
6139亞翔,電子其他
6196帆宣,電子其他
6538倉和,電子其他
6593台灣銘板,電子其他
6691洋基工程,電子其他
6823濾能,電子其他
8383千附,電子其他
2363矽統,IC設計
2379瑞昱,IC設計
2388威盛,IC設計
2401凌陽,IC設計
2436偉詮電,IC設計
2454聯發科,IC設計
2458義隆,IC設計
3006晶豪科,IC設計
3014聯陽,IC設計
3034聯詠,IC設計
3035智原,IC設計
3041揚智,IC設計
3059華晶科,IC設計
3094聯傑,IC設計
3122笙泉,IC設計
3141晶宏,IC設計
3169亞信,IC設計
3209全科,IC設計
3227原相,IC設計
3228金麗科,IC設計
3232昱捷,IC設計
3257虹冠電,IC設計
3259鑫創,IC設計
3268海德威,IC設計
3288點晶,IC設計
3438類比科,IC設計
3443創意,IC設計
3527聚積,IC設計
3529力旺,IC設計
3530晶相光,IC設計
3545敦泰,IC設計
3556禾瑞亞,IC設計
3588通嘉,IC設計
3592瑞鼎,IC設計
3661世芯-KY,IC設計
4919新唐,IC設計
4945陞達科技,IC設計
4951精拓科,IC設計
4952凌通,IC設計
4961天鈺,IC設計
4966譜瑞-KY,IC設計
5236凌陽創新,IC設計
5269祥碩,IC設計
5272笙科,IC設計
5274信驊,IC設計
5299杰力,IC設計
5302太欣,IC設計
5314世紀,IC設計
5351鈺創,IC設計
5468凱鈺,IC設計
5471松翰,IC設計
5487通泰,IC設計
6103合邦,IC設計
6104創惟,IC設計
6129普誠,IC設計
6138茂達,IC設計
6198瑞築,IC設計
6202盛群,IC設計
6229研通,IC設計
6231系微,IC設計
6233旺玖,IC設計
6237驊訊,IC設計
6243迅杰,IC設計
6291沛亨,IC設計
6411晶焱,IC設計
6415矽力*-KY,IC設計
6457紘康,IC設計
6462神盾,IC設計
6485點序,IC設計
6494九齊,IC設計
6531愛普*,IC設計
6533晶心科,IC設計
6568宏觀,IC設計
6594展匯科,IC設計
6643M31,IC設計
6679鈺太,IC設計
6684安格,IC設計
6693廣閎科,IC設計
6695芯鼎,IC設計
6708天擎,IC設計
6716應廣,IC設計
6719力智,IC設計
6732昇佳電子,IC設計
6756威鋒電子,IC設計
6799來頡,IC設計
8016矽創,IC設計
8024佑華,IC設計
8040九暘,IC設計
8054安國,IC設計
8081致新,IC設計
8227巨有科技,IC設計
8299群聯,IC設計
1303南亞,印刷電路板相關
1612宏泰,印刷電路板相關
1717長興,印刷電路板相關
1802台玻,印刷電路板相關
1815富喬,印刷電路板相關
2313華通,印刷電路板相關
2316楠梓電,印刷電路板相關
2328廣宇,印刷電路板相關
2355敬鵬,印刷電路板相關
2367燿華,印刷電路板相關
2368金像電,印刷電路板相關
2383台光電,印刷電路板相關
2402毅嘉,印刷電路板相關
3037欣興,印刷電路板相關
3044健鼎,印刷電路板相關
3115富榮綱,印刷電路板相關
3167大量,印刷電路板相關
3229晟鈦,印刷電路板相關
3276宇環,印刷電路板相關
3305昇貿,印刷電路板相關
3321同泰,印刷電路板相關
3354律勝,印刷電路板相關
3390旭軟,印刷電路板相關
3631晟楠,印刷電路板相關
3645達邁,印刷電路板相關
3715定穎投控,印刷電路板相關
4526東台,印刷電路板相關
4577達航科技,印刷電路板相關
4909新復興,印刷電路板相關
4927泰鼎-KY,印刷電路板相關
4939亞電,印刷電路板相關
4958臻鼎-KY,印刷電路板相關
4989榮科,印刷電路板相關
5291邑昇,印刷電路板相關
5340建榮,印刷電路板相關
5355佳總,印刷電路板相關
5381合正,印刷電路板相關
5439高技,印刷電路板相關
5464霖宏,印刷電路板相關
5469瀚宇博,印刷電路板相關
5475德宏,印刷電路板相關
5498凱崴,印刷電路板相關
6108競國,印刷電路板相關
6141柏承,印刷電路板相關
6153嘉聯益,印刷電路板相關
6156松上,印刷電路板相關
6191精成科,印刷電路板相關
6194育富,印刷電路板相關
6210慶生,印刷電路板相關
6213聯茂,印刷電路板相關
6234高僑,印刷電路板相關
6269台郡,印刷電路板相關
6274台燿,印刷電路板相關
6672騰輝電子-KY,印刷電路板相關
6835圓裕,印刷電路板相關
8021尖點,印刷電路板相關
8039台虹,印刷電路板相關
8046南電,印刷電路板相關
8074鉅橡,印刷電路板相關
8155博智,印刷電路板相關
8213志超,印刷電路板相關
8291尚茂,印刷電路板相關
8358金居,印刷電路板相關
8455大拓-KY,印刷電路板相關
2323中環,光碟片
2349錸德,光碟片
3050鈺德,光碟片
2312金寶,手機
2317鴻海,手機
2324仁寶,手機
2357華碩,手機
2498宏達電,手機
4938和碩,手機
6134萬旭,手機
8101華冠,手機
912000晨訊科-DR,手機
2321東訊,電子通路
2347聯強,電子通路
2359所羅門,電子通路
2371大同,電子通路
2392正崴,電子通路
2414精技,電子通路
2430燦坤,電子通路
2436偉詮電,電子通路
2450神腦,電子通路
2459敦吉,電子通路
2464盟立,電子通路
2493揚博,電子通路
3010華立,電子通路
3026禾伸堂,電子通路
3028增你強,電子通路
3033威健,電子通路
3036文曄,電子通路
3048益登,電子通路
3090日電貿,電子通路
3114好德,電子通路
3147大綜,電子通路
3209全科,電子通路
3213茂訊,電子通路
3224三顧,電子通路
3232昱捷,電子通路
3312弘憶股,電子通路
3360尚立,電子通路
3426台興,電子通路
3444利機,電子通路
3528安馳,電子通路
3537堡達,電子通路
3555重鵬,電子通路
3597映興,電子通路
3702大聯大,電子通路
3709鑫聯大投控,電子通路
3712永崴投控,電子通路
4945陞達科技,電子通路
5386青雲,電子通路
5434崇越,電子通路
5452佶優,電子通路
6113亞矽,電子通路
6114久威,電子通路
6118建達,電子通路
6123上奇,電子通路
6136富爾特,電子通路
6148驊宏資,電子通路
6154順發,電子通路
6170統振,電子通路
6189豐藝,電子通路
6192巨路,電子通路
6227茂綸,電子通路
6259百徽,電子通路
6265方土昶,電子通路
6270倍微,電子通路
6281全國電,電子通路
6432今展科,電子通路
6689伊雲谷,電子通路
6761穩得,電子通路
8032光菱,電子通路
8043蜜望實,電子通路
8067志旭,電子通路
8068全達,電子通路
8070長華*,電子通路
8071能率網通,電子通路
8072陞泰,電子通路
8084巨虹,電子通路
8091翔名,電子通路
8096擎亞,電子通路
8112至上,電子通路
8455大拓-KY,電子通路
1503士電,設備儀器廠商
1595川寶,設備儀器廠商
2070精湛,設備儀器廠商
2305全友,設備儀器廠商
2359所羅門,設備儀器廠商
2360致茂,設備儀器廠商
2423固緯,設備儀器廠商
2459敦吉,設備儀器廠商
2464盟立,設備儀器廠商
2467志聖,設備儀器廠商
2493揚博,設備儀器廠商
3030德律,設備儀器廠商
3055蔚華科,設備儀器廠商
3093港建*,設備儀器廠商
3131弘塑,設備儀器廠商
3138耀登,設備儀器廠商
3167大量,設備儀器廠商
3219倚強科,設備儀器廠商
3289宜特,設備儀器廠商
3373熱映,設備儀器廠商
3413京鼎,設備儀器廠商
3455由田,設備儀器廠商
3490單井,設備儀器廠商
3498陽程,設備儀器廠商
3508位速,設備儀器廠商
3535晶彩科,設備儀器廠商
3551世禾,設備儀器廠商
3563牧德,設備儀器廠商
3580友威科,設備儀器廠商
3581博磊,設備儀器廠商
3583辛耘,設備儀器廠商
3587閎康,設備儀器廠商
3680家登,設備儀器廠商
4542科嶠,設備儀器廠商
5443均豪,設備儀器廠商
5493三聯,設備儀器廠商
6125廣運,設備儀器廠商
6146耕興,設備儀器廠商
6187萬潤,設備儀器廠商
6192巨路,設備儀器廠商
6196帆宣,設備儀器廠商
6207雷科,設備儀器廠商
6208日揚,設備儀器廠商
6215和椿,設備儀器廠商
6218豪勉,設備儀器廠商
6223旺矽,設備儀器廠商
6234高僑,設備儀器廠商
6261久元,設備儀器廠商
6425易發,設備儀器廠商
6438迅得,設備儀器廠商
6532瑞耘,設備儀器廠商
6613朋億*,設備儀器廠商
6640均華,設備儀器廠商
6654天正國際,設備儀器廠商
6664群翊,設備儀器廠商
6667信紘科,設備儀器廠商
6698旭暉應材,設備儀器廠商
6706惠特,設備儀器廠商
6727亞泰金屬,設備儀器廠商
6735美達科技,設備儀器廠商
6788華景電,設備儀器廠商
6829千附精密,設備儀器廠商
6830汎銓,設備儀器廠商
6840東研信超,設備儀器廠商
6937天虹-新,設備儀器廠商
7556意德士,設備儀器廠商
8027鈦昇,設備儀器廠商
8047星雲,設備儀器廠商
8064東捷,設備儀器廠商
8091翔名,設備儀器廠商
8092建暐,設備儀器廠商
8455大拓-KY,設備儀器廠商
2302麗正,分離式元件
2340台亞,分離式元件
2426鼎元,分離式元件
2434統懋,分離式元件
2481強茂,分離式元件
3232昱捷,分離式元件
3257虹冠電,分離式元件
3317尼克森,分離式元件
3536誠創,分離式元件
3675德微,分離式元件
4923力士,分離式元件
5299杰力,分離式元件
5425台半,分離式元件
6435大中,分離式元件
6573虹揚-KY,分離式元件
6651全宇昕,分離式元件
6693廣閎科,分離式元件
6719力智,分離式元件
8255朋程,分離式元件
8261富鼎,分離式元件
2308台達電,INTERNET技術與基礎設施
2317鴻海,INTERNET技術與基礎設施
2453凌群,INTERNET技術與基礎設施
2480敦陽科,INTERNET技術與基礎設施
3029零壹,INTERNET技術與基礎設施
4953緯軟,INTERNET技術與基礎設施
5203訊連,INTERNET技術與基礎設施
5209新鼎,INTERNET技術與基礎設施
6183關貿,INTERNET技術與基礎設施
6214精誠,INTERNET技術與基礎設施
6221晉泰,INTERNET技術與基礎設施
6561是方,INTERNET技術與基礎設施
6689伊雲谷,INTERNET技術與基礎設施
674191APP*-KY,INTERNET技術與基礎設施
8099大世科,INTERNET技術與基礎設施
8201無敵,INTERNET技術與基礎設施
8409商之器,INTERNET技術與基礎設施
2312金寶,消費性電子產品
2317鴻海,消費性電子產品
2324仁寶,消費性電子產品
2331精英,消費性電子產品
2332友訊,消費性電子產品
2352佳世達,消費性電子產品
2365昆盈,消費性電子產品
2390云辰,消費性電子產品
2417圓剛,消費性電子產品
2485兆赫,消費性電子產品
2498宏達電,消費性電子產品
3040遠見,消費性電子產品
3059華晶科,消費性電子產品
3062建漢,消費性電子產品
3128昇銳,消費性電子產品
3297杭特,消費性電子產品
3356奇偶,消費性電子產品
3434哲固,消費性電子產品
3447展達,消費性電子產品
3454晶睿,消費性電子產品
3466致振,消費性電子產品
3541西柏,消費性電子產品
3596智易,消費性電子產品
3669圓展,消費性電子產品
3701大眾控,消費性電子產品
4712南璋,消費性電子產品
4938和碩,消費性電子產品
5212凌網,消費性電子產品
5251天鉞電,消費性電子產品
5314世紀,消費性電子產品
5474聰泰,消費性電子產品
5484慧友,消費性電子產品
5489彩富,消費性電子產品
6143振曜,消費性電子產品
6152百一,消費性電子產品
6277宏正,消費性電子產品
6419京晨科,消費性電子產品
6512啟發電,消費性電子產品
6556勝品,消費性電子產品
6560欣普羅,消費性電子產品
6674鋐寶科技,消費性電子產品
7402邑錡,消費性電子產品
8072陞泰,消費性電子產品
8101華冠,消費性電子產品
8201無敵,消費性電子產品
9105泰金寶-DR,消費性電子產品
9917中保科,消費性電子產品
9925新保,消費性電子產品
2301光寶科,週邊產品
2305全友,週邊產品
2312金寶,週邊產品
2317鴻海,週邊產品
2323中環,週邊產品
2349錸德,週邊產品
2365昆盈,週邊產品
2376技嘉,週邊產品
2377微星,週邊產品
2380虹光,週邊產品
2385群光,週邊產品
2387精元,週邊產品
2392正崴,週邊產品
2425承啟,週邊產品
2444兆勁,週邊產品
2482連宇,週邊產品
2489瑞軒,週邊產品
2495普安,週邊產品
3032偉訓,週邊產品
3057喬鼎,週邊產品
3060銘異,週邊產品
3260威剛,週邊產品
3272東碩,週邊產品
3287廣寰科,週邊產品
3322建舜電,週邊產品
3349寶德,週邊產品
3494誠研,週邊產品
3504揚明光,週邊產品
3611鼎翰,週邊產品
3617碩天,週邊產品
3706神達,週邊產品
3712永崴投控,週邊產品
4915致伸,週邊產品
4967十銓,週邊產品
4987科誠,週邊產品
5211蒙恬,週邊產品
5215科嘉-KY,週邊產品
5289宜鼎,週邊產品
5309系統電,週邊產品
5356協益,週邊產品
5425台半,週邊產品
5438東友,週邊產品
6128上福,週邊產品
6188廣明,週邊產品
6206飛捷,週邊產品
6228全譜,週邊產品
6277宏正,週邊產品
6283淳安,週邊產品
8067志旭,週邊產品
8084巨虹,週邊產品
8163達方,週邊產品
8277商丞,週邊產品
8299群聯,週邊產品
8416實威,週邊產品
9105泰金寶-DR,週邊產品
2317鴻海,穿戴式裝置
2324仁寶,穿戴式裝置
2357華碩,穿戴式裝置
2498宏達電,穿戴式裝置
3311閎暉,穿戴式裝置
4938和碩,穿戴式裝置
8101華冠,穿戴式裝置
2317鴻海,遊戲產業
3002歐格,遊戲產業
3064泰偉,遊戲產業
3083網龍,遊戲產業
3086華義,遊戲產業
3293鈊象,遊戲產業
3546宇峻,遊戲產業
3629地心引力,遊戲產業
3687歐買尬,遊戲產業
4916事欣科,遊戲產業
4938和碩,遊戲產業
4946辣椒,遊戲產業
4994傳奇,遊戲產業
5263智崴,遊戲產業
5310天剛,遊戲產業
5478智冠,遊戲產業
6111大宇資,遊戲產業
6169昱泉,遊戲產業
6180橘子,遊戲產業
6441廣錠,遊戲產業
6482弘煜科,遊戲產業
6542隆中,遊戲產業
1717長興,封測服務與材料
2351順德,封測服務與材料
2360致茂,封測服務與材料
2483百容,封測服務與材料
2486一詮,封測服務與材料
3037欣興,封測服務與材料
3189景碩,封測服務與材料
3305昇貿,封測服務與材料
3310佳穎,封測服務與材料
3581博磊,封測服務與材料
3631晟楠,封測服務與材料
3653健策,封測服務與材料
5285界霖,封測服務與材料
5383金利,封測服務與材料
6147頎邦,封測服務與材料
6217中探針,封測服務與材料
6223旺矽,封測服務與材料
6271同欣電,封測服務與材料
6510精測,封測服務與材料
6515穎崴,封測服務與材料
6548長科*,封測服務與材料
6552易華電,封測服務與材料
6683雍智科技,封測服務與材料
8046南電,封測服務與材料
8070長華*,封測服務與材料
8150南茂,封測服務與材料
2301光寶科,電腦系統業
2312金寶,電腦系統業
2316楠梓電,電腦系統業
2317鴻海,電腦系統業
2324仁寶,電腦系統業
2328廣宇,電腦系統業
2329華泰,電腦系統業
2331精英,電腦系統業
2352佳世達,電腦系統業
2354鴻準,電腦系統業
2356英業達,電腦系統業
2357華碩,電腦系統業
2362藍天,電腦系統業
2364倫飛,電腦系統業
2376技嘉,電腦系統業
2377微星,電腦系統業
2382廣達,電腦系統業
2395研華,電腦系統業
2397友通,電腦系統業
2399映泰,電腦系統業
2405輔信,電腦系統業
2413環科,電腦系統業
2425承啟,電腦系統業
2465麗臺,電腦系統業
